"","statistic","p.value","parameter","method","p_BH","significant"
"X88504_920.273_11.708_NA",8.3190479844485,0.215648368392553,6,"Kruskal-Wallis rank sum test",0.423367745737406,"Nonsignificant"
"X60499_346.295_7.794_NA",8.31845457335794,0.21568845119398,6,"Kruskal-Wallis rank sum test",0.423367745737406,"Nonsignificant"
"X26774_496.29_4.41_NA",8.31610394925315,0.215847288140638,6,"Kruskal-Wallis rank sum test",0.423588073337941,"Nonsignificant"
"X76499_251.164_9.927_NA;Spectral Match to Diethyl phthalate from NIST14",8.31384029056676,0.21600034024524,6,"Kruskal-Wallis rank sum test",0.423796133223728,"Nonsignificant"
"X19175_247.144_3.583_NA",8.31315735625128,0.216046532940165,6,"Kruskal-Wallis rank sum test",0.423796133223728,"Nonsignificant"
"X59099_373.2_7.597_NA",8.31104972375692,0.216189141779302,6,"Kruskal-Wallis rank sum test",0.4239843997104,"Nonsignificant"
"X20145_348.217_4.011_NA",8.30970943319005,0.216279870482677,6,"Kruskal-Wallis rank sum test",0.424070860993854,"Nonsignificant"
"X50281_412.284_6.645_NA",8.30857120933092,0.216356945386976,6,"Kruskal-Wallis rank sum test",0.424130519072529,"Nonsignificant"
"X91711_568.493_12.774_NA",8.30695897967377,0.21646615656018,6,"Kruskal-Wallis rank sum test",0.424213551972502,"Nonsignificant"
"X67006_366.227_8.702_NA",8.30656844689997,0.216492617812628,6,"Kruskal-Wallis rank sum test",0.424213551972502,"Nonsignificant"
"X64039_440.227_8.279_NA",8.30272150603651,0.216753417421818,6,"Kruskal-Wallis rank sum test",0.424558242963435,"Nonsignificant"
"X84101_368.425_10.78_NA",8.30259617352158,0.216761918591758,6,"Kruskal-Wallis rank sum test",0.424558242963435,"Nonsignificant"
"X70538_291.195_9.29_NA",8.30120472682631,0.216856317475242,6,"Kruskal-Wallis rank sum test",0.424651655930411,"Nonsignificant"
"X10138_310.128_2.885_NA",8.30018416206258,0.216925576527759,6,"Kruskal-Wallis rank sum test",0.42466733118705,"Nonsignificant"
"X38371_205.122_5.395_NA;NCGC00384653-01_C15H22O3_2-[(1S,2S,4aR,8aS)-1-Hydroxy-4a-methyl-8-methylenedecahydro-2-naphthalenyl]acrylic acid",8.29927358297516,0.216987387030442,6,"Kruskal-Wallis rank sum test",0.42466733118705,"Nonsignificant"
"X92231_1070.327_12.999_Contaminant vial septum ThermoFisher C5000-44B",8.29902231548671,0.217004445742964,6,"Kruskal-Wallis rank sum test",0.42466733118705,"Nonsignificant"
"X68280_375.179_8.904_NA",8.29764426028237,0.217098022545883,6,"Kruskal-Wallis rank sum test",0.424688035700573,"Nonsignificant"
"X91859_774.609_12.851_NA",8.29749079189685,0.217108445879483,6,"Kruskal-Wallis rank sum test",0.424688035700573,"Nonsignificant"
"X59153_428.228_7.642_NA",8.29508901166355,0.217271625028568,6,"Kruskal-Wallis rank sum test",0.424915813026402,"Nonsignificant"
"X91750_586.431_12.791_NA",8.29259622759067,0.217441094401029,6,"Kruskal-Wallis rank sum test",0.425155791461109,"Nonsignificant"
"X22663_317.178_4.08_NA",8.2898173726212,0.217630140934451,6,"Kruskal-Wallis rank sum test",0.425433937083643,"Nonsignificant"
"X13951_325.128_3.338_NA",8.28467106609378,0.217980605200605,6,"Kruskal-Wallis rank sum test",0.426027442494389,"Nonsignificant"
"X34935_298.164_5.1_NA;NCGC00169834-02!2-(6-hydroxyhexyl)-3-methylidenebutanedioic acid",8.28335123797831,0.218070560877989,6,"Kruskal-Wallis rank sum test",0.426111656888605,"Nonsignificant"
"X72319_331.19_9.468_NA;14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.0�,�?.0?,?]hexadecan-5-ol",8.28253529772871,0.218126188368814,6,"Kruskal-Wallis rank sum test",0.426128771948702,"Nonsignificant"
"X68947_464.3_9.076_NA",8.27169019848566,0.218866678327462,6,"Kruskal-Wallis rank sum test",0.427410359272183,"Nonsignificant"
"X27389_313.183_4.456_NA",8.27100214855739,0.218913727540728,6,"Kruskal-Wallis rank sum test",0.427410359272183,"Nonsignificant"
"X86583_516.425_11.134_NA;Glycerol Tri-n-octanoate - 40.0 eV",8.27086314112766,0.218923233956286,6,"Kruskal-Wallis rank sum test",0.427410359272183,"Nonsignificant"
"X89173_533.279_11.825_NA",8.2670426642112,0.21918464163193,6,"Kruskal-Wallis rank sum test",0.427779389847662,"Nonsignificant"
"X23504_219.076_4.139_NA",8.26672549621446,0.219206354740459,6,"Kruskal-Wallis rank sum test",0.427779389847662,"Nonsignificant"
"X85945_550.35_11.013_NA;NCGC00381059-01!5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid",8.26433387713328,0.219370140615214,6,"Kruskal-Wallis rank sum test",0.427928849055595,"Nonsignificant"
"X80328_720.343_10.348_NA",8.2642326537784,0.2193770749503,6,"Kruskal-Wallis rank sum test",0.427928849055595,"Nonsignificant"
"X75334_319.226_9.882_NA;NCGC00385974-01_C20H34O4_1-Naphthalenecarboxylic acid, decahydro-6-hydroxy-5-[(3Z)-5-hydroxy-3-methyl-3-penten-1-yl]-1,4a,6-trimethyl-, (1S,4aS,5R,6R)-",8.26151012891341,0.219563650245998,6,"Kruskal-Wallis rank sum test",0.428112061219505,"Nonsignificant"
"X91666_593.597_12.835_NA",8.26148793497183,0.219565171740712,6,"Kruskal-Wallis rank sum test",0.428112061219505,"Nonsignificant"
"X54788_265.143_6.963_NA",8.24606865152452,0.220624339574163,6,"Kruskal-Wallis rank sum test",0.429737922566978,"Nonsignificant"
"X21603_398.144_3.83_NA",8.24590750971959,0.220635430813729,6,"Kruskal-Wallis rank sum test",0.429737922566978,"Nonsignificant"
"X79756_403.247_10.413_NA",8.24582310210769,0.220641240694272,6,"Kruskal-Wallis rank sum test",0.429737922566978,"Nonsignificant"
"X60897_409.185_7.764_NA",8.24573357888278,0.220647402826765,6,"Kruskal-Wallis rank sum test",0.429737922566978,"Nonsignificant"
"X52710_295.153_6.823_NA",8.24559801514215,0.220656734326341,6,"Kruskal-Wallis rank sum test",0.429737922566978,"Nonsignificant"
"X28418_472.181_4.462_NA",8.24522201759771,0.220682617737046,6,"Kruskal-Wallis rank sum test",0.429737922566978,"Nonsignificant"
"X23689_396.164_4.15_NA",8.24345968897069,0.220803968615181,6,"Kruskal-Wallis rank sum test",0.429882159025531,"Nonsignificant"
"X13804_246.17_3.247_NA",8.24238796807856,0.220877792368481,6,"Kruskal-Wallis rank sum test",0.429933823210069,"Nonsignificant"
"X48061_438.211_6.174_NA",8.24027777777781,0.221023208926104,6,"Kruskal-Wallis rank sum test",0.430124789288558,"Nonsignificant"
"X91136_548.467_12.569_NA",8.23845661960308,0.221148771309046,6,"Kruskal-Wallis rank sum test",0.430157466352236,"Nonsignificant"
"X19063_282.206_3.851_NA",8.23827501534686,0.221161295502808,6,"Kruskal-Wallis rank sum test",0.430157466352236,"Nonsignificant"
"X55542_335.185_7.071_NA",8.23797575199512,0.221181935239409,6,"Kruskal-Wallis rank sum test",0.430157466352236,"Nonsignificant"
"X16609_370.149_3.501_NA",8.23651268671995,0.221282863491179,6,"Kruskal-Wallis rank sum test",0.430261718319461,"Nonsignificant"
"X58542_440.279_7.544_NA",8.2313459177409,0.221639592408557,6,"Kruskal-Wallis rank sum test",0.430792518038456,"Nonsignificant"
"X72964_504.316_9.505_NA;NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester, (9Z,12Z,15Z)-",8.23118636621779,0.221650615858326,6,"Kruskal-Wallis rank sum test",0.430792518038456,"Nonsignificant"
"X44149_312.216_5.88_NA",8.23006205344799,0.221728307691634,6,"Kruskal-Wallis rank sum test",0.430851415587163,"Nonsignificant"
"X39650_293.231_5.492_NA",8.22466985047398,0.222101229757612,6,"Kruskal-Wallis rank sum test",0.431483842084661,"Nonsignificant"
"X37084_297.188_5.28_NA",8.22384898710868,0.222158045574024,6,"Kruskal-Wallis rank sum test",0.431502018876101,"Nonsignificant"
"X71242_614.447_9.337_NA",8.21963372211985,0.222449992616483,6,"Kruskal-Wallis rank sum test",0.431949246467874,"Nonsignificant"
"X81070_443.241_10.425_NA",8.219152854512,0.222483317334916,6,"Kruskal-Wallis rank sum test",0.431949246467874,"Nonsignificant"
"X88178_763.517_11.559_NA",8.21839332853092,0.22253596180179,6,"Kruskal-Wallis rank sum test",0.431959215350528,"Nonsignificant"
"X40413_354.154_5.569_NA",8.21702475956624,0.222630846325312,6,"Kruskal-Wallis rank sum test",0.432051153637085,"Nonsignificant"
"X24927_349.128_4.261_NA",8.2158763044813,0.22271049580801,6,"Kruskal-Wallis rank sum test",0.432113492933509,"Nonsignificant"
"X90187_534.487_12.247_NA;Cer(d18:2/20:1); [M+H]+ C38H72N1O3",8.2110394925312,0.223046203726135,6,"Kruskal-Wallis rank sum test",0.432672516381058,"Nonsignificant"
"X45536_309.19_6.026_NA",8.20891563262377,0.223193745789064,6,"Kruskal-Wallis rank sum test",0.432866368753022,"Nonsignificant"
"X74360_227.164_9.725_NA",8.20773480662979,0.223275811145323,6,"Kruskal-Wallis rank sum test",0.432933178701914,"Nonsignificant"
"X88383_636.398_11.419_NA",8.20572692858605,0.223415412222148,6,"Kruskal-Wallis rank sum test",0.433029162232092,"Nonsignificant"
"X23368_398.18_4.125_NA",8.20555555555552,0.223427330546181,6,"Kruskal-Wallis rank sum test",0.433029162232092,"Nonsignificant"
"X68998_235.169_9.033_NA;NCGC00384702-01!(2Z,6E,10E)-12-hydroxy-6,10-dimethyl-2-(4-methylpent-3-enyl)dodeca-2,6,10-trienoic acid",8.20466543891962,0.223489243097021,6,"Kruskal-Wallis rank sum test",0.433029162232092,"Nonsignificant"
"X76145_987.403_9.903_NA",8.20395692653972,0.22353853415869,6,"Kruskal-Wallis rank sum test",0.433029162232092,"Nonsignificant"
"X7560_271.071_2.553_NA",8.20359883364029,0.223563450012917,6,"Kruskal-Wallis rank sum test",0.433029162232092,"Nonsignificant"
"X78379_1154.521_10.117_NA",8.19397648327493,0.224233822839269,6,"Kruskal-Wallis rank sum test",0.434181993538649,"Nonsignificant"
"X65469_425.177_8.485_NA",8.19324303152797,0.224284988945021,6,"Kruskal-Wallis rank sum test",0.434181993538649,"Nonsignificant"
"X73232_815.33_9.575_NA",8.19275629220385,0.224318949521549,6,"Kruskal-Wallis rank sum test",0.434181993538649,"Nonsignificant"
"X65950_627.456_8.551_NA",8.1923163494987,0.224349648663064,6,"Kruskal-Wallis rank sum test",0.434181993538649,"Nonsignificant"
"X7846_328.233_2.591_NA",8.19138530795988,0.224414628009735,6,"Kruskal-Wallis rank sum test",0.434215321954567,"Nonsignificant"
"X78764_389.267_10.169_NA",8.19007315326371,0.224506232327003,6,"Kruskal-Wallis rank sum test",0.434300141344067,"Nonsignificant"
"X37514_351.144_5.337_NA",8.18340239410679,0.224972407935986,6,"Kruskal-Wallis rank sum test",0.435109366720695,"Nonsignificant"
"X73557_540.373_9.605_NA",8.18122207269748,0.225124948767531,6,"Kruskal-Wallis rank sum test",0.435311789492639,"Nonsignificant"
"X8619_308.185_2.83_NA",8.17868579905883,0.225302499887858,6,"Kruskal-Wallis rank sum test",0.435562476925454,"Nonsignificant"
"X23982_294.133_4.176_NA",8.17708205443012,0.22541482896386,6,"Kruskal-Wallis rank sum test",0.435605164303058,"Nonsignificant"
"X91444_771.501_12.682_NA",8.17686464088399,0.225430060530666,6,"Kruskal-Wallis rank sum test",0.435605164303058,"Nonsignificant"
"X56847_239.128_7.449_NA",8.17581082463687,0.225503900817091,6,"Kruskal-Wallis rank sum test",0.435605164303058,"Nonsignificant"
"X67263_519.358_8.753_NA",8.17548598322082,0.225526666271894,6,"Kruskal-Wallis rank sum test",0.435605164303058,"Nonsignificant"
"X6662_276.159_2.449_NA",8.17495140167784,0.225564134793092,6,"Kruskal-Wallis rank sum test",0.435605164303058,"Nonsignificant"
"X12116_309.144_3.077_NA",8.17066707591562,0.225864605585102,6,"Kruskal-Wallis rank sum test",0.436092799740868,"Nonsignificant"
"X57640_492.98_7.428_NA",8.16844763053144,0.226020390246939,6,"Kruskal-Wallis rank sum test",0.436170249512303,"Nonsignificant"
"X81229_733.414_10.45_NA",8.16836587169876,0.226026130650454,6,"Kruskal-Wallis rank sum test",0.436170249512303,"Nonsignificant"
"X84237_415.247_10.671_NA",8.1680453243298,0.22604863789067,6,"Kruskal-Wallis rank sum test",0.436170249512303,"Nonsignificant"
"X92270_721.577_13.029_NA",8.16358851891785,0.226361763339461,6,"Kruskal-Wallis rank sum test",0.436681763692421,"Nonsignificant"
"X88650_637.301_11.752_NA",8.16280702210883,0.226416706291529,6,"Kruskal-Wallis rank sum test",0.436695098345901,"Nonsignificant"
"X26652_442.17_4.283_NA",8.16009566196033,0.226607412741119,6,"Kruskal-Wallis rank sum test",0.43697022198139,"Nonsignificant"
"X41005_747.442_5.623_NA",8.15762226314723,0.226781496921789,6,"Kruskal-Wallis rank sum test",0.437213182784756,"Nonsignificant"
"X16108_353.123_3.472_NA",8.15515653775321,0.226955150276582,6,"Kruskal-Wallis rank sum test",0.437455210157873,"Nonsignificant"
"X76589_214.216_9.94_NA",8.15280079803563,0.227121159606418,6,"Kruskal-Wallis rank sum test",0.43767145076842,"Nonsignificant"
"X90984_775.253_12.521_NA;(3S,4R,6aR,6bS,8aS,11R,12R,14bR)-3,12-dihydroxy-4,6a,6b,11,12,14b-hexamethyl-8a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,11,12a,14,14a-tetradecahydropicene-4-carboxylic acid",8.15219858346953,0.22716361374573,6,"Kruskal-Wallis rank sum test",0.43767145076842,"Nonsignificant"
"X65221_247.133_8.446_NA;8-Deoxy-lactucin",8.14928125639449,0.227369367861397,6,"Kruskal-Wallis rank sum test",0.43797506199064,"Nonsignificant"
"X2899_237.123_1.297_NA",8.14760333537947,0.227487778018864,6,"Kruskal-Wallis rank sum test",0.438051967415908,"Nonsignificant"
"X36348_303.214_5.222_NA",8.14735011254345,0.227505652236902,6,"Kruskal-Wallis rank sum test",0.438051967415908,"Nonsignificant"
"X47963_303.158_6.367_NA",8.13626713730298,0.228289094431012,6,"Kruskal-Wallis rank sum test",0.439425226485811,"Nonsignificant"
"X61415_571.372_7.914_NA",8.13589375521353,0.228315526827868,6,"Kruskal-Wallis rank sum test",0.439425226485811,"Nonsignificant"
"X88567_638.519_11.726_NA",8.13337330966533,0.228494019379564,6,"Kruskal-Wallis rank sum test",0.439675687661163,"Nonsignificant"
"X41933_520.332_5.702_NA",8.13154036419886,0.228623896464704,6,"Kruskal-Wallis rank sum test",0.439832515162313,"Nonsignificant"
"X14732_294.133_3.315_NA",8.12962707182317,0.228759531220792,6,"Kruskal-Wallis rank sum test",0.439983675105372,"Nonsignificant"
"X61064_229.143_7.848_NA;Spectral Match to Sebacic acid monomethyl ester from NIST14",8.1290669122161,0.228799253838341,6,"Kruskal-Wallis rank sum test",0.439983675105372,"Nonsignificant"
"X24785_393.211_4.251_NA",8.12832770615921,0.228851681832817,6,"Kruskal-Wallis rank sum test",0.439991433965737,"Nonsignificant"
"X26663_407.132_4.376_NA",8.12642725598528,0.228986515943091,6,"Kruskal-Wallis rank sum test",0.440157590476656,"Nonsignificant"
"X65653_391.175_8.371_NA",8.1250332514835,0.229085459858391,6,"Kruskal-Wallis rank sum test",0.440254703240857,"Nonsignificant"
"X41848_197.117_5.563_NA",8.11401677921003,0.229868621541739,6,"Kruskal-Wallis rank sum test",0.441666421609782,"Nonsignificant"
"X56991_475.317_7.347_NA",8.110412829957,0.23012530182704,6,"Kruskal-Wallis rank sum test",0.442022859175978,"Nonsignificant"
"X32921_418.171_4.928_NA",8.11004706363815,0.230151365523436,6,"Kruskal-Wallis rank sum test",0.442022859175978,"Nonsignificant"
"X90849_910.216_12.479_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",8.10825927381543,0.230278794222728,6,"Kruskal-Wallis rank sum test",0.442174191567697,"Nonsignificant"
"X55886_389.171_7.216_NA",8.10605432780847,0.23043603616293,6,"Kruskal-Wallis rank sum test",0.442382694424274,"Nonsignificant"
"X66959_283.153_8.705_NA",8.10243247391043,0.230694513106882,6,"Kruskal-Wallis rank sum test",0.442785415488235,"Nonsignificant"
"X7003_231.12_2.473_NA",8.0959478448227,0.231157887016932,6,"Kruskal-Wallis rank sum test",0.443577672224526,"Nonsignificant"
"X51673_333.205_6.698_NA",8.09529107837113,0.231204860170703,6,"Kruskal-Wallis rank sum test",0.443577672224526,"Nonsignificant"
"X56181_368.243_7.243_NA",8.09422958870471,0.23128079637865,6,"Kruskal-Wallis rank sum test",0.443629746977782,"Nonsignificant"
"X33959_428.191_4.932_NA",8.09287650910585,0.231377621730903,6,"Kruskal-Wallis rank sum test",0.443721859687275,"Nonsignificant"
"X43132_349.164_5.701_NA",8.09208870472685,0.231434011677978,6,"Kruskal-Wallis rank sum test",0.443736405351366,"Nonsignificant"
"X60254_205.122_7.766_NA",8.09122928176794,0.231495540795757,6,"Kruskal-Wallis rank sum test",0.44376079631352,"Nonsignificant"
"X83862_738.262_10.646_NA",8.08823985412882,0.231709668603778,6,"Kruskal-Wallis rank sum test",0.44396608250892,"Nonsignificant"
"X45940_207.138_6.062_NA;HUMULENE (alpha)",8.08796552076944,0.231729326759406,6,"Kruskal-Wallis rank sum test",0.44396608250892,"Nonsignificant"
"X79573_283.226_10.258_NA;Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14",8.08768927767539,0.23174912313983,6,"Kruskal-Wallis rank sum test",0.44396608250892,"Nonsignificant"
"X24036_418.171_4.209_NA",8.08414160016378,0.232003482850503,6,"Kruskal-Wallis rank sum test",0.444347661685586,"Nonsignificant"
"X41956_342.191_5.796_NA",8.0835481890731,0.232046051219001,6,"Kruskal-Wallis rank sum test",0.444347661685586,"Nonsignificant"
"X63644_309.205_8.213_NA",8.08131778187021,0.232206106637426,6,"Kruskal-Wallis rank sum test",0.444560522541057,"Nonsignificant"
"X76569_227.2_9.929_NA",8.07684417843268,0.232527407055799,6,"Kruskal-Wallis rank sum test",0.445081933673963,"Nonsignificant"
"X6217_367.15_2.465_NA",8.06963372211987,0.233046036116572,6,"Kruskal-Wallis rank sum test",0.445980753603846,"Nonsignificant"
"X3989_352.196_1.913_NA",8.06752608962552,0.233197810769824,6,"Kruskal-Wallis rank sum test",0.446138755150142,"Nonsignificant"
"X9860_240.144_2.824_NA",8.06712451401665,0.233226738146571,6,"Kruskal-Wallis rank sum test",0.446138755150142,"Nonsignificant"
"X33418_369.154_5.073_NA",8.06589932473912,0.233315012380625,6,"Kruskal-Wallis rank sum test",0.44621373423741,"Nonsignificant"
"X64682_293.174_8.29_NA",8.06141804788217,0.233638118246989,6,"Kruskal-Wallis rank sum test",0.446737701598659,"Nonsignificant"
"X64104_219.149_8.286_NA",8.05927778217897,0.233792562935582,6,"Kruskal-Wallis rank sum test",0.446939020649771,"Nonsignificant"
"X11685_250.143_3.092_NA",8.05689584612242,0.233964544812457,6,"Kruskal-Wallis rank sum test",0.447123564962511,"Nonsignificant"
"X44407_389.195_5.91_NA",8.05657867812556,0.233987452935727,6,"Kruskal-Wallis rank sum test",0.447123564962511,"Nonsignificant"
"X60699_305.174_7.766_NA",8.055215367301,0.234085941748356,6,"Kruskal-Wallis rank sum test",0.447183397017562,"Nonsignificant"
"X88188_291.268_11.578_NA;Spectral Match to .alpha.-Bisabolol from NIST14",8.05478371166614,0.234117132622481,6,"Kruskal-Wallis rank sum test",0.447183397017562,"Nonsignificant"
"X18211_279.133_3.668_NA",8.0536013914467,0.234202582896625,6,"Kruskal-Wallis rank sum test",0.447252653580364,"Nonsignificant"
"X16249_296.16_3.535_NA",8.04966236955192,0.234487452817424,6,"Kruskal-Wallis rank sum test",0.447463137443616,"Nonsignificant"
"X71084_312.216_9.374_NA;Massbank:NA002994 [6]-Gingerol|5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one",8.04964958051971,0.234488378179619,6,"Kruskal-Wallis rank sum test",0.447463137443616,"Nonsignificant"
"X74443_269.174_9.707_NA",8.04962144464912,0.234490413986908,6,"Kruskal-Wallis rank sum test",0.447463137443616,"Nonsignificant"
"X41478_341.159_5.668_NA",8.04935543278089,0.234509662331591,6,"Kruskal-Wallis rank sum test",0.447463137443616,"Nonsignificant"
"X51837_221.074_6.72_NA;HUMULENE (alpha)",8.04833995119983,0.234583153375769,6,"Kruskal-Wallis rank sum test",0.447509448277904,"Nonsignificant"
"X2590_529.187_1.159_NA",8.04754450583175,0.234640733371066,6,"Kruskal-Wallis rank sum test",0.447525392869672,"Nonsignificant"
"X47478_398.217_6.138_NA",8.04268211581757,0.234992958221953,6,"Kruskal-Wallis rank sum test",0.448103182918203,"Nonsignificant"
"X58422_331.259_7.526_NA",8.04110650705957,0.235107185536192,6,"Kruskal-Wallis rank sum test",0.448226993267993,"Nonsignificant"
"X32441_342.206_4.943_NA",8.03745651729082,0.235371973564599,6,"Kruskal-Wallis rank sum test",0.448600658342056,"Nonsignificant"
"X81515_535.363_10.481_NA",8.03704471045626,0.235401863280901,6,"Kruskal-Wallis rank sum test",0.448600658342056,"Nonsignificant"
"X88552_705.5_11.795_NA;Contaminant vial septum ThermoFisher C5000-44B",8.03560466543888,0.235506408771282,6,"Kruskal-Wallis rank sum test",0.448704177306946,"Nonsignificant"
